codiceVia;nomeVia;isSensoUnico;nome_strada
8631;VIA DELLA TORESELA;0;
2600;VIALE DELLE ROBINIE;0;
3050;LARGO N. SAURO;1;
8516;STRADA AL CIROCOL;0;
3836;VIA ZITA LORENZI;0;
900;VIA A. DEGASPERI;1;
6310;VIA PONTE ALTO;0;
5660;VIA DI SPINI;0;
3830;STR. GARDESANA DI TRENTO;0;SS 45 bis Gardesana Occ
8600;VIA ALTO SASSO;0;
0;;1;
8022;STRADA MONASTERO S. ANNA;0;
5090;VIA DELLA CANOVA;0;
5090;VIA DELLA CANOVA;0;
5090;VIA DELLA CANOVA;0;
5090;VIA DELLA CANOVA;0;
5090;VIA DELLA CANOVA;0;
8612;STRADA COSTA CASTEGNARI;0;
4056;GIARDINO DI PIAZZA CENTA;0;
8240;VIA NUOVA;1;
4071;GIARDINO MARIA TERESA;0;
7760;LOCALITA' I CAROZETI;0;
8482;VIA DELLA FORNACE;0;
5595;VIA DI MELTA;0;
8970;VIA DEI RIMONI;0;
2480;PIAZZA DELLA PORTELLA;1;
3836;VIA ZITA LORENZI;0;
5785;VIA ISARCO;0;
5785;VIA ISARCO;0;
3501;VIA CENTOCHIAVI;0;
3080;VIA G.A. SCOPOLI;1;
6486;VIA DI MOIA';0;
7740;VIA DON DARIO TRENTINI;0;
8240;VIA NUOVA;0;
8235;VIA MOSNA DI VIGOLO;0;
5740;VIA L. BONAZZA;1;
8477;VIC. DON G. B. PARTELLONI;0;
5675;VIA BREGENZ;0;
5660;VIA DI SPINI;0;
3620;VIA AL MASO VISINTAINER;0;
2810;VICOLO SAN MARCO;1;
570;PIAZZA GEN. A. CANTORE;1;
3824;VIA DI SAN VINCENZO;0;
2600;VIALE DELLE ROBINIE;0;
3805;VIA GIANCARLO MARONI;0;
3290;VIA TORRE D'AUGUSTO;0;
7273;PARCO DEI BINDESI;0;
0;;1;Autostrada A22
8527;VIA DELLA CAVADA;0;
2990;PIAZZA S. MARIA MAGGIORE;1;
7450;VIA CASTEL DI PIETRAPIANA;0;SP 204 Villazzano-Ponte Ludovico
5500;PIAZZA DELLA LIBERTA';0;
8471;VIA VECCHIE PONTARE;0;
8114;STRADA DEL BUS DE VELA;1;SS 45 bis Gardesana Occ
8524;VIA DEL DOS DE LA LUNA;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
5340;VIA SOPRASASSO;0;
6403;VIA GIULIO CIURLETTI;0;
3290;VIA TORRE D'AUGUSTO;0;
1890;VIA MILANO;0;
1640;VIA MALPAGA;1;
1140;VIA F. FILZI;0;
3836;VIA ZITA LORENZI;0;
6310;VIA PONTE ALTO;0;
7704;STRADA AI PALAZZI;0;
3030;PIAZZA RAFFAELLO SANZIO;0;
6250;PIAZZA G. MENGHIN;0;
8475;VIA DEL CAMANTOLIN;0;
7755;VIA DEL CASTEL;0;
8119;VIA DEL CAPITELLO;0;
7684;PONTE LODOVICO;0;
7703;VIA DELLA GOTARDA;0;SP 21 Mattarello-Aldeno
7730;VIA G. POLI;0;
1570;VIA E. MACCANI;0;
1590;P.ZZA MADONNA DELLE LASTE;0;
3760;VIA PADRE EUSEBIO IORI;0;
8116;STRADA DI CADINE;0;SS 45 bis Gardesana Occ
3809;VIA ERNESTO SESTAN;1;
2210;VIA G. P. DA PALESTRINA;0;
1355;VIA H. GMEINER;0;
8656;VIA PER CESANA - CANDRIAI;0;
1125;VIA G. BARTALI;0;
7990;VIA POMERANOS;0;
7730;VIA G. POLI;0;
3770;VIA H. JEDIN;1;SS 12 svincoli
6403;VIA GIULIO CIURLETTI;0;
2510;VIA G. PRATI;1;
8422;SPONDA TRENTINA;0;SP 76 dir S.Lazzaro
1080;VIA C. ESTERLE;1;
3801;VIA BEATO G. ALBERIONE;0;
0;;1;
40;VIA ADAMELLO;0;
4041;ZONA COMM.LE VIA BRENNERO;0;
2910;VIA DEL SIMONINO;1;
7880;LOCALITA' LE BASSE;0;
8052;VIA DELLA VAL DEI MOLINI;0;SP 85 dir Vigolo Baselga
1570;VIA E. MACCANI;0;
8323;VIA DEI CASAI;0;
8613;VIA DELLA CROSARA;0;
8049;STRADA PER LE TRE CIME;0;SP 85 dir Sopramonte
1340;VIA B. GIOVANELLI;1;
8049;STRADA PER LE TRE CIME;0;SP 85 dir Sopramonte
1410;VIA F. GUARDI;1;
240;VIA R. BELENZANI;1;
7750;VIA DELLA TORRE FRANCA;0;
7750;VIA DELLA TORRE FRANCA;0;
7080;VIA GALASSA;0;
1350;VIA G. GIUSTI;0;
6120;VIA ALLE COSTE;0;
0;;1;
1600;VIA CARD. C. MADRUZZO;1;
7345;VIA SABBIONI;0;
7130;LOCALITA' NEGRANO;0;
2200;VIA PALERMO;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
6495;VIA DI ZELL;0;
6495;VIA DI ZELL;0;
8627;P.ZZA S.FILIPPO E GIACOMO;0;
2820;VIA SAN MARTINO;0;
8626;VIA DEL RONCO D'ANDREA;0;
8608;VIA ALLA CESA VECIA;0;
7180;STRADA DELLE TABARELLE;0;
3502;VIA DEI GIARDINI;0;
7250;VIA VILLA BELFONTE;0;
3808;VIA LEOPOLDO PERGHER;0;
7370;VIA EREMO;0;
1750;VIA L. MARCHETTI;1;
3770;VIA H. JEDIN;1;SS 12 svincoli
6160;VIA ALLA FORMIGHETA;0;
8134;STRADA DI SORAVAL;0;
7425;VIA GABBIOLO;0;
5778;LUNGAVISIO LUIGI TOMASI;0;
0;;1;
4057;GIARDINO G. B. GARZETTI;0;
1940;VIA MONTE CORNO;1;
90;VIA V. ALFIERI;1;
2440;SOTTOPORTICO DEL PIEVANO;0;
2200;VIA PALERMO;0;
8911;VIA DEI POMARI;0;SP 90 Destra Adige
8119;VIA DEL CAPITELLO;0;
8119;VIA DEL CAPITELLO;0;
5625;VIA SILVIO PEGORETTI;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
7385;VIA SPRE';0;
2730;VIA SAN BERNARDINO;1;
8487;STRADA FONDA;0;
5520;VIA MARCO POLA;0;
5460;VIA INNSBRUCK;1;
2320;PIAZZA S. PELLICO;1;
2230;VIA PAPIRIA;0;
0;;1;
2430;VIA DI PIETRASTRETTA;0;
6495;VIA DI ZELL;0;
8128;VIA DEI MASI;0;
8491;STRADA ALLE GORGHE;0;
8039;VIA DI REVOLTA;0;
8027;PIAZZA OVENO;0;
5080;VIA L. CANEPPELE;0;
5010;VIA AEROPORTO;0;
5010;VIA AEROPORTO;0;
3260;GALLERIA TIRRENA;0;
2530;VIA DELLA PREPOSITURA;0;
2530;VIA DELLA PREPOSITURA;0;
1280;VIA A. GAZZOLETTI;0;
5660;VIA DI SPINI;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
1350;VIA G. GIUSTI;0;
2500;LARGO E. PRATI;1;
7315;VIA MADONNINA;0;
8930;VIA DELLE FONTANELLE;0;
3510;VIA VITTORIO VENETO;0;
3510;VIA VITTORIO VENETO;0;
2620;VIA DELLA ROGGIA GRANDE;1;
8800;VIA DEL PONTE;0;SP 90 Destra Adige
0;;0;
8544;VICOLO DI SANTA GIULIANA;0;
6330;VIA DI PRADISCOLA;0;
4030;PIAZZALE DELLA ZUFFO;0;
2050;VIA A. NICOLODI;1;
7815;VIA NAZIONALE;0;
7760;LOCALITA' I CAROZETI;0;
6100;VIA DEI CASTORI;0;
2430;VIA DI PIETRASTRETTA;0;
8770;VIA MARGONE;0;
5781;VIA DELLE PALAZZINE;0;
1390;VIA A. GRAMSCI;0;
1390;VIA A. GRAMSCI;1;
7305;VIA ALLA CASCATA;0;
5595;VIA DI MELTA;0;
6482;VIA EDUINO FELLIN;0;
8965;PIAZZA C. CONDINI;0;
7760;LOCALITA' I CAROZETI;0;
3502;VIA DEI GIARDINI;0;
6240;VIA DEI MASETTI;0;
8127;STRADA AL LAGO;0;
5080;VIA L. CANEPPELE;0;
3833;VIA AL BOSCO DELLA CITTA';0;
7502;VIA ZNOJMO;0;
7260;SALITA DEI MOLINI;0;
7080;VIA GALASSA;0;
30;VIA J. ACONCIO;0;
1860;VIA GEN. GIACOMO MEDICI;1;
0;;1;
6240;VIA DEI MASETTI;0;
2950;VIA SANTA CROCE;1;
2970;VIA S. MARIA MADDALENA;1;
8740;VIA CENTRALE;0;
740;VIA DELLA CERVARA;0;
3355;PIAZZA DEL TRIDENTE;0;
5270;VIA DON S. PEDROLLI;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
2445;LARGO L. PIGARELLI;1;
1400;VIA DON GIUSEPPE GRAZIOLI;0;
7485;VIA DELLA RESISTENZA;0;
1760;VIA A. MARIGHETTO;0;
8730;VIA BERLINA;0;
8011;VIA DEL DOS CALT;0;
8113;VIA AL BRAIDON;0;
1130;PIAZZA DI FIERA;0;
7501;STRADA PER MARANZA;0;
8546;PIAZZA A. STAINER;0;
3802;VIA BRUNO DE FINETTI;0;
8477;VIC. DON G. B. PARTELLONI;0;
8803;VIA STELLA;0;SP 90 Destra Adige
3250;VIALE DEI TIGLI;0;
2200;VIA PALERMO;0;
8510;VIA DEL PRA DE L'AGNELA;0;
3805;VIA GIANCARLO MARONI;0;
7475;PIAZZA OLTRECASTELLO;0;
740;VIA DELLA CERVARA;0;
3901;VIA G. MATTEOTTI;0;
8414;VIA DEL PORFIDO;1;SP 76 Gardolo-Lases
5010;VIA AEROPORTO;0;
7450;VIA CASTEL DI PIETRAPIANA;0;SP 204 Villazzano-Ponte Ludovico
2000;VIA DELLA MOSTRA;0;
5595;VIA DI MELTA;0;
2990;PIAZZA S. MARIA MAGGIORE;1;
3050;LARGO N. SAURO;0;
0;;1;
7795;VIA G. CATONI;1;
3829;VIA TULLIO ODORIZZI;0;
2670;VIA A. ROSMINI;0;
2670;VIA A. ROSMINI;0;
6090;VIA CASTEL DEI MERLI;0;
1100;VIA DEI FERROVIERI;0;
8760;VIA FILARI LONGHI;0;
7810;LOCALITA' MASET;0;
2550;VIA G. RANZI;1;
3770;VIA H. JEDIN;1;SS 12 svincoli
7355;VIA DEI RIVI;0;
8750;VIA DELLA CROCE;0;
7190;VIA A. TAMBOSI;0;SP 204 Villazzano-Ponte Ludovico
3440;VIA G. VERDI;0;
8057;STRADA DELLE VIOTE;0;SP 85 del Monte Bondone
6070;VIA ALLE CAMPANELLE;0;
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
3502;VIA DEI GIARDINI;0;
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
5795;VIA TALVERA;0;
7750;VIA DELLA TORRE FRANCA;0;
8803;VIA STELLA;0;SP 90 Destra Adige
7110;VIA MARZOLA;0;
8048;STRADA DI SPINEDA;0;SP 85 dir Sopramonte
7750;VIA DELLA TORRE FRANCA;0;
7820;VIA DELLA ROZOLA;0;
7740;VIA DON DARIO TRENTINI;0;
3510;VIA VITTORIO VENETO;1;
2460;VIA DELLA PONTARA;0;
8121;STRADA DELLA CASARA;0;
300;VIA BEZZECCA;0;
6130;VIA DELLE COSTIOLE;0;
0;;0;Autostrada A22
2520;VIA G. A PRATO;1;
1010;VIA DOS TRENTO;0;
1910;VIA U. MOGGIOLI;0;
1760;VIA A. MARIGHETTO;0;
2050;VIA A. NICOLODI;0;
6452;VIA AL MASO LIBRAR;0;
6140;VIA DEL DOS;0;
7080;VIA GALASSA;0;
5160;VIA SAVINO GIACOMONI;0;
3812;VIA DEI VITICOLTORI;0;
1910;VIA U. MOGGIOLI;0;
170;VIA A. APOLLONIO;1;
6418;VIA DEI MICHEI;0;
6160;VIA ALLA FORMIGHETA;0;
5102;VIA ALTO ADIGE;0;
6407;VIA AL PEZ;0;
6407;VIA AL PEZ;0;
5740;VIA L. BONAZZA;0;
8028;VIA AL PALU';0;
7990;VIA POMERANOS;0;
1470;VIA DELLE LASTE;0;
2320;PIAZZA S. PELLICO;1;
7505;VIA SOMMARIVE;0;
7345;VIA SABBIONI;0;
1520;LUNGADIGE G. LEOPARDI;1;
270;VICOLO BENASSUTI;0;
3819;VICOLO MAESTRO VENCESLAO;0;
1340;VIA B. GIOVANELLI;1;
3190;VIA A. STOPPANI;0;
2020;VIA DEI MUREDEI;0;
2020;VIA DEI MUREDEI;0;
8021;VIA AL MASO PETOCI;0;
3817;VIA DI MADONNA BIANCA;1;
3150;VIA DEI SOLTERI;0;
8614;VIA DELLE CROZZOLE;0;
4050;PONTE SAN GIORGIO;0;
8131;VIA DELLA POSTA;0;
3850;STRADA DELL'INTERPORTO;1;SP 235 dell'Interporto
3450;VIALE VERONA;0;
3450;VIALE VERONA;0;
3450;VIALE VERONA;0;
3450;VIALE VERONA;0;
1140;VIA F. FILZI;0;
3370;VIA C. VANNETTI;1;
3370;VIA C. VANNETTI;1;
7420;VIA GRAFFIANO;0;
2250;VIA DEI PARADISI;1;
7815;VIA NAZIONALE;0;
8750;VIA DELLA CROCE;0;
3503;VIA MESIANO;0;SP 204 Villazzano-Ponte Ludovico
7701;VIA ADOLFO ENDRIZZI;0;
2560;VIA RAVENNA;0;
3700;PASSAGGIO B. DISERTORI;0;
3700;PASSAGGIO B. DISERTORI;0;
1230;VIA G. GARIBALDI;0;
560;VIA G. CANESTRINI;0;
3700;PASSAGGIO B. DISERTORI;0;
3700;PASSAGGIO B. DISERTORI;0;
430;VIA BRESCIA;0;
7990;VIA POMERANOS;0;
8126;VIA DELLA GIARA;0;
740;VIA DELLA CERVARA;0;
3460;VIA VERRUCA;0;
2310;VIA G. PEDROTTI;0;
3700;PASSAGGIO B. DISERTORI;0;
7180;STRADA DELLE TABARELLE;0;
8750;VIA DELLA CROCE;0;
8602;VIA LODOVICO DE BALZANI;0;
1830;VIA P. A. MATTIOLI;1;
2330;VIA F.LLI PERINI;1;
8057;STRADA DELLE VIOTE;0;
5370;VIA B. TODESCA;0;
1390;VIA A. GRAMSCI;1;
830;VIA DELLA COLLINA;0;
3450;VIALE VERONA;0;
8840;VIA SANTA MARINA;0;
1570;VIA E. MACCANI;0;
8476;VIA DEI PALUSTEI;0;
900;VIA A. DEGASPERI;1;
8416;VIA CASTEL DI GARDOLO;0;
900;VIA A. DEGASPERI;1;
3450;VIALE VERONA;0;
760;VIA DAMIANO CHIESA;0;
3450;VIALE VERONA;0;
2750;VIA S. FRANCESCO D'ASSISI;0;
3290;VIA TORRE D'AUGUSTO;0;
7455;VIA CELVA;0;
3585;SALITA V. RICCI;0;
8750;VIA DELLA CROCE;0;
770;VIA E. CHINI;0;
8037;VIA DEL PRAOL;0;
8260;PIAZZA SAN LEONARDO;0;
8960;VIA ALLE SETTE FONTANE;0;
7820;VIA DELLA ROZOLA;0;
7750;VIA DELLA TORRE FRANCA;0;
8311;VIA AL BERSALIO;0;
5745;VIA MATTIA CARNERI;0;
3823;VIA DI COSTA SAN NICOLO';0;
5735;VIA C. BENEDETTI;0;
7840;LOCALITA' LE VALLI;0;
3905;VIA EDDA ALBERTINI;0;
8476;VIA DEI PALUSTEI;0;
8013;VIA DEL DOSSOL;0;
3150;VIA DEI SOLTERI;0;
400;VIA DEL BRENNERO;0;
8602;VIA LODOVICO DE BALZANI;0;
7140;P.ZZA MONS. G.P. NICOLINI;0;
2520;VIA G. A PRATO;1;
5595;VIA DI MELTA;0;
5595;VIA DI MELTA;0;
5595;VIA DI MELTA;0;
5460;VIA INNSBRUCK;1;
8521;SALITA AI SPIAZZI;0;
1130;PIAZZA DI FIERA;0;
7009;BELLEVUE;0;
8114;STRADA DEL BUS DE VELA;1;SS 45 bis Gardesana Occ
7820;VIA DELLA ROZOLA;0;
6370;VIA DON LEONE SERAFINI;0;
8800;VIA DEL PONTE;0;SP 90 Destra Adige
5125;VIA DELLE CROSARE;0;
8067;VIA DEL PRA DE LA FAVA;0;
5480;PIAZZALE L. GROFF;0;
7170;STRADA STRETTA;0;
7790;VIA DELLA COOPERAZIONE;0;
8529;PIAZZA T. SONTACCHI;0;
8656;VIA PER CESANA - CANDRIAI;0;
6370;VIA DON LEONE SERAFINI;0;
8129;VIA DEL MOLIN;0;
7155;VIA PIANIZZA;0;
0;;1;
8027;PIAZZA OVENO;0;
6481;VIA DEI CONSOLATI;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
8216;VIA 12 SETTEMBRE;0;
8488;VIA PADRE F. BORTOLOTTI;0;
8461;VIA DON EMILIO PERUGINI;0;
0;;0;
8484;SALITA DELLA CAOLA;0;
8493;VIA ALLA COSTA;0;
8523;VIA MADONNA DEI PRATI;0;
8216;VIA 12 SETTEMBRE;0;
8260;PIAZZA SAN LEONARDO;1;
8260;PIAZZA SAN LEONARDO;0;
8260;PIAZZA SAN LEONARDO;0;
6412;PIAZZA NATALE TOMMASI;0;
6409;VIA ANTONIA PRUNER;0;
6170;VIA DEL FORTE;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
875;SALITA G. DALLA FIOR;0;
3501;VIA CENTOCHIAVI;0;
8488;VIA PADRE F. BORTOLOTTI;0;
8461;VIA DON EMILIO PERUGINI;0;
6404;VICOLO ALLA CORTE;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
0;;1;SS 47 della Valsugana
3804;VIA EZIO FRANCESCHINI;0;
3805;VIA GIANCARLO MARONI;0;
3804;VIA EZIO FRANCESCHINI;0;
3507;VIA G. UNTERVEGER;0;
3507;VIA G. UNTERVEGER;1;
3410;VIA VENEZIA;0;
3410;VIA VENEZIA;0;
1570;VIA E. MACCANI;0;
3501;VIA CENTOCHIAVI;0;
775;VIA PADRE E. CHIOCCHETTI;0;
240;VIA R. BELENZANI;1;
400;VIA DEL BRENNERO;0;
6454;VIA DEL LAVARON;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
3506;VIA G. B. TRENER;0;
5010;VIA AEROPORTO;0;
3506;VIA G. B. TRENER;1;
1415;VIA R. GUARDINI;0;
1570;VIA E. MACCANI;0;
8059;GIARDINO FRA'DOLCINO E M.;0;
5090;VIA DELLA CANOVA;0;
5090;VIA DELLA CANOVA;0;
8210;LOCALITA' BRUSADI;0;
8324;STRADA PER CAMPAVAI;0;
8313;VIA DEL CESURON;0;
8007;STRADA DI CASTELPIAN;0;
8071;STRADA DEL DOS GRUM;0;SP 85 dir Vigolo Baselga
8007;STRADA DI CASTELPIAN;0;
8013;VIA DEL DOSSOL;0;
8051;VIA DEI TURCATI;0;
8069;STRADA DI VIGOLO BASELGA;0;SS 45 bis Gardesana Occ
8323;VIA DEI CASAI;0;
8314;STRADA DOS DE LE GIARE;0;
8211;STRADA DI ARIOL;0;
5090;VIA DELLA CANOVA;0;
8032;VIA DELLE PIAZZE;1;
8068;STRADA PER SOPRAMONTE;0;SP 85 dir Sopramonte
8049;STRADA PER LE TRE CIME;0;SP 85 dir Sopramonte
8031;PIAZZALE DELLA PESA;0;
8031;PIAZZALE DELLA PESA;0;
8114;STRADA DEL BUS DE VELA;0;SS 45 bis Gardesana Occ
8002;STRADA DELLA BRIGOLINA;0;
8007;STRADA DI CASTELPIAN;0;
8235;VIA MOSNA DI VIGOLO;0;
8319;STRADA DI OMALGA;0;
8070;STRADA DEL DOS GARIOL;0;
8069;STRADA DI VIGOLO BASELGA;0;SS 45 bis Gardesana Occ
8270;VIA TONINI;0;
8070;STRADA DEL DOS GARIOL;0;
8321;V. DELLA VILLA DI BASELGA;0;
8315;STRADA DI PIAZZAMANA;0;SP 85 dir Vigolo Baselga
8315;STRADA DI PIAZZAMANA;0;SP 85 dir Vigolo Baselga
8000;VIA DELLE ARE;0;
8042;PIAZZA DEL SACRO CUORE;0;
8127;STRADA AL LAGO;0;
8127;STRADA AL LAGO;0;
8041;VIA DELLA RI;0;
8001;VIA DELLA BELINA;0;
8119;VIA DEL CAPITELLO;0;
8127;STRADA AL LAGO;1;
8119;VIA DEL CAPITELLO;0;
8001;VIA DELLA BELINA;0;
8137;VIA DEI VOLTEI;0;
8011;VIA DEL DOS CALT;0;
8116;STRADA DI CADINE;0;SS 45 bis Gardesana Occ
8066;STRADA DEL NORGE;0;SP 85 del Monte Bondone
8114;STRADA DEL BUS DE VELA;1;
8058;VIA PER ZOPEI - NORGE;0;
8066;STRADA DEL NORGE;0;SP 85 del Monte Bondone
8130;VIA AL PASIEL;0;SS 45 bis Gardesana Occ
1010;VIA DOS TRENTO;0;
5774;PIAZZALE P.FABRIZIO FORTI;1;
8653;STRADA DI VANEZE;0;SP 85 del Monte Bondone
8130;VIA AL PASIEL;0;SS 45 bis Gardesana Occ
8124;VIA DELLA FORNAS;0;
8655;VIA DEI FALCHI - VANEZE;0;
8654;VIA DEI DAINI - VANEZE;0;
8653;STRADA DI VANEZE;0;SP 85 del Monte Bondone
8653;STRADA DI VANEZE;0;SP 85 del Monte Bondone
8611;STRADA DI CORNO - VANEZE;0;
8622;VIA DELLA MOLINARA;0;
5780;VIA VARSAVIA;0;
8017;VIA DEL LAVACHEL - VANEZE;0;
8650;STRADA DI CANDRIAI;0;
8650;STRADA DI CANDRIAI;0;
8005;STRADA DI CAMPONZIN;0;
5700;VIA BUDAPEST;0;
8911;VIA DEI POMARI;1;SP 90 Destra Adige
8418;VIA CA ROSSA;0;
8650;STRADA DI CANDRIAI;0;SP 85 del Monte Bondone
8935;VIA ALLE PORTE;0;
8650;STRADA DI CANDRIAI;0;SP 85 del Monte Bondone
0;;0;Autostrada A22
8625;VIA DEL REFLETOR-CANDRIAI;0;
5550;VIA AL PONT DEI VODI;0;
3846;VIA DELLA CA DEI GAI;0;
5070;VIA BOLZANO;0;
8950;VIA AL DOS BRUN;0;
3020;VIA SANTI COSMA E DAMIANO;1;
5774;PIAZZALE P.FABRIZIO FORTI;1;
3830;STR. GARDESANA DI TRENTO;0;
5550;VIA AL PONT DEI VODI;0;
8612;STRADA COSTA CASTEGNARI;0;SP 85 del Monte Bondone
5776;VIA CESARE BECCARIA;0;
3830;STR. GARDESANA DI TRENTO;1;SS 45 bis Gardesana Occ
5779;VIA GIUSEPPE RUATTI;0;
8604;VIA ALLA CA;0;
5490;VIA SAN SEBASTIAN;0;
5030;VIA DELL'ASILO;0;
3850;STRADA DELL'INTERPORTO;1;SP 235 dell'Interporto
8617;STRADA ALLA FUNIVIA;0;
3060;VIA ALLA SCALA;0;
2760;VIA SAN GIORGIO;0;
8911;VIA DEI POMARI;1;SP 90 Destra Adige
5695;VIA PRAGA;0;
8623;STRADA DEL MONTE BONDONE;0;
8651;VIA DEL MASO SCALA;0;
8600;VIA ALTO SASSO;0;SP 85 del Monte Bondone
8623;STRADA DEL MONTE BONDONE;0;
5705;VIA SALISBURGO;1;
8623;STRADA DEL MONTE BONDONE;0;
3390;LOCALITA' LA VELA;0;
5300;LOCALITA' RONCAFORT;0;
5080;VIA L. CANEPPELE;1;
5310;VIA SAN GIOV. NEPOMUCENO;0;
5010;VIA AEROPORTO;0;
3020;VIA SANTI COSMA E DAMIANO;0;
7770;VIA DELLA DECIMA;1;
8770;VIA MARGONE;0;
8652;VIA DELLE MANDOLARE;0;
7703;VIA DELLA GOTARDA;0;SP 21 Mattarello-Aldeno
5101;VIA SANT'ANNA;0;
3823;VIA DI COSTA SAN NICOLO';1;
8412;STRADA DEL DOS DI LAMAR;0;
8780;VIA DELLE MASERE;0;
0;;1;
3620;VIA AL MASO VISINTAINER;0;
8471;VIA VECCHIE PONTARE;0;
8418;VIA CA ROSSA;0;SP 76 Gardolo-Lases
3807;TANGENZIALE OVEST;1;SS 12 svincoli
1390;VIA A. GRAMSCI;0;
6440;VIA AL MASO SPECCHIO;0;
8800;VIA DEL PONTE;0;
8502;STRADA DEI MAGNOI;0;
8471;VIA VECCHIE PONTARE;0;
8416;VIA CASTEL DI GARDOLO;0;
8478;VIA DI CAMPARTA BASSA;0;
1770;LUNGADIGE MARCO APULEIO;0;
8462;VIA DELLA GUERRA RUSTICA;0;
0;;1;
8476;VIA DEI PALUSTEI;0;
8463;VIA DEL MALGAR;0;
8534;VIA DELLE SUGARINE;0;SP 76 Gardolo-Lases
8464;VIA M. PEDERZOLLI;0;
5595;VIA DI MELTA;0;
8419;VIA BELLARIA;0;SP 76 Gardolo-Lases
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
6491;VIA AL MASO PEZANI;0;
6492;VIA AL RIPARO GABAN;0;
3310;VIA TORRE VERDE;1;
3848;VIA DON UMBERTO PESSINA;0;
6050;VIA AI BOLLERI;0;
6170;VIA DEL FORTE;0;
8461;VIA DON EMILIO PERUGINI;0;
3410;VIA VENEZIA;0;
8518;STRADA AI MASI SARACINI;0;
8504;VIA DEI CIGOI;1;
6100;VIA DEI CASTORI;0;
6340;VIA SABBIONARE;0;
6110;VIA CESARINI;0;
7890;VIA LIDORNO;0;SP 90 Destra Adige
7855;LOCALITA' I GREZZI;0;
3502;VIA DEI GIARDINI;0;
8516;STRADA AL CIROCOL;0;
6170;VIA DEL FORTE;0;
7870;SALITA AI DOSSI;0;
1470;VIA DELLE LASTE;0;
8486;VIA DEI FRAGARI;0;
1470;VIA DELLE LASTE;0;
8486;VIA DEI FRAGARI;0;
8516;STRADA AL CIROCOL;0;
3502;VIA DEI GIARDINI;0;
6120;VIA ALLE COSTE;0;
1860;VIA GEN. GIACOMO MEDICI;0;
8492;VIA ALLE OSELERE;0;
865;VIA S.F.CROSINA-B.SARTORI;1;
6330;VIA DI PRADISCOLA;0;
2700;VIA SAN BARTOLAMEO;0;
3824;VIA DI SAN VINCENZO;0;
3835;VIA G. BASSETTI;0;
7264;VIA DELL'ANCONA;0;
650;VIA AL CASTELLER;0;
8491;STRADA ALLE GORGHE;0;
650;VIA AL CASTELLER;0;
6060;VIA AI CAMILASTRI;0;
1690;SALITA F. MANCI;0;
3503;VIA MESIANO;0;
1390;VIA A. GRAMSCI;0;
6463;STR. RIFUGIO DEL CALISIO;0;
7850;STRADA DEI FORTI;0;
7850;STRADA DEI FORTI;0;
7020;VIA BANALA;0;
6360;VIA SAN VITO;0;
6459;STRADA DI VAL CALDA;0;
8519;VIA DI PRALUNGO;0;
6459;STRADA DI VAL CALDA;0;
6390;STRADA DELLA VALSUGANA;0;
1390;VIA A. GRAMSCI;0;
7305;VIA ALLA CASCATA;0;
7030;STRADA DEI BINDESI;0;
7721;STRADA DELLA FRICCA;0;SS 349 della Val d'Assa e Pedemontana
7385;VIA SPRE';0;
7465;VIA V. MARCHESONI;0;
6418;VIA DEI MICHEI;0;
0;;1;SS 47 della Valsugana
6406;STRADA IMPERIALE;0;
6419;VIA PER PILA;0;
6401;VIA PER CANTANGHEL;0;
7480;VIA PINARA;0;
7500;VIA DELLA SELVA;0;
1390;VIA A. GRAMSCI;1;
1390;VIA A. GRAMSCI;1;
2530;VIA DELLA PREPOSITURA;0;
6417;VIA AL MASO FRACHETTI;0;
7490;VIA DEI RONCHI;0;
7500;VIA DELLA SELVA;0;
7375;VIA BRENZ;0;
7490;VIA DEI RONCHI;0;
7335;VIA BORINO;0;
7501;STRADA PER MARANZA;0;
3350;CORSO 3 NOVEMBRE;0;
1630;VIA B. MALFATTI;1;
3350;CORSO 3 NOVEMBRE;1;
3350;CORSO 3 NOVEMBRE;0;
1790;VIA M. MARIANI;0;
3510;VIA VITTORIO VENETO;1;
3510;VIA VITTORIO VENETO;1;
3510;VIA VITTORIO VENETO;1;
3550;VIA ZARA;1;
340;VIALE N. BOLOGNINI;1;
3822;VIA DEL MASO SMALZ;0;
7750;VIA DELLA TORRE FRANCA;0;
7800;VIA DELLE FRATTE;0;
8780;VIA DELLE MASERE;0;
7485;VIA DELLA RESISTENZA;0;
7545;VIA DEL SENTER;0;
8042;PIAZZA DEL SACRO CUORE;0;
8044;PIAZZETTA SAN VALENTINO;0;
