codiceVia;nomeVia;isSensoUnico;nome_strada
7115;VIA DELLA ZIVERANA;0;
7261;VIA DELLA GROTTA;0;
7718;STRADA FRICCA-VALSORDA;0;SS 349 della Val d'Assa e Pedemontana
8650;STRADA DI CANDRIAI;0;
5755;VIA F. A. GIONGO;0;
5290;VIA 4 NOVEMBRE;0;
5715;VIA GRAZ;0;
5740;VIA L. BONAZZA;0;
7267;VIA DELLE NODE;0;
7115;VIA DELLA ZIVERANA;0;
6495;VIA DI ZELL;0;
460;VIA F.LLI BRONZETTI;0;
8127;STRADA AL LAGO;1;
4008;GIARDINO MARTINO MARTINI;0;
4010;GIARDINO MATTIA GIOSAFAT;0;
5610;VIA DON LORENZO MILANI;0;
5290;VIA 4 NOVEMBRE;0;
0;;1;SP 204 Villazzano-Ponte Ludovico
8820;VIA PROVINA;0;
3550;VIA ZARA;0;
7460;VIA DON TOMMASO DALLAFIOR;0;
2970;VIA S. MARIA MADDALENA;0;
390;VIA G. BORSIERI;1;
770;VIA E. CHINI;0;
8830;RIONE SAN MARCO;0;
5610;VIA DON LORENZO MILANI;0;
6482;VIA EDUINO FELLIN;0;
7155;VIA PIANIZZA;0;
1340;VIA B. GIOVANELLI;1;
8519;VIA DI PRALUNGO;0;
3780;VIA A. DETASSIS;0;
6440;VIA AL MASO SPECCHIO;0;
8830;RIONE SAN MARCO;0;
8960;VIA ALLE SETTE FONTANE;0;
6459;STRADA DI VAL CALDA;0;
7263;VIA DEL NESPOLAR;0;
7475;PIAZZA OLTRECASTELLO;0;
5290;VIA 4 NOVEMBRE;0;
7010;VIA ASIAGO;1;
845;VIA E. CONCI;0;
7010;VIA ASIAGO;0;
2700;VIA SAN BARTOLAMEO;0;
6428;VIA PER VILLAMONTAGNA;0;
5102;VIA ALTO ADIGE;0;
8476;VIA DEI PALUSTEI;0;
8476;VIA DEI PALUSTEI;0;
8476;VIA DEI PALUSTEI;0;
980;VIA C. DORDI;1;
3824;VIA DI SAN VINCENZO;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
1070;PIAZZA DELLE ERBE;0;
8461;VIA DON EMILIO PERUGINI;0;
7380;PIAZZA G. MANCI;0;
0;;1;
770;VIA E. CHINI;0;
7230;VIA VALNIGRA;0;
770;VIA E. CHINI;0;
7240;VIA DELLA VILLA;0;
7815;VIA NAZIONALE;0;
5790;VIA NOCE;0;
5790;VIA NOCE;0;
7160;VIA D. SARTORI;0;
7200;VIA DEI TESSADRI;0;
7180;STRADA DELLE TABARELLE;0;
7145;STRADA DELLA POZZATA;0;
2670;VIA A. ROSMINI;0;
3901;VIA G. MATTEOTTI;1;
8911;VIA DEI POMARI;1;SP 90 Destra Adige
1380;VIA GORIZIA;0;
8134;STRADA DI SORAVAL;0;
120;VIA F. AMBROSI;1;
2880;VIA SAN PIO X;0;
1460;VIA G. B. LAMPI;0;
6390;STRADA DELLA VALSUGANA;1;
6090;VIA CASTEL DEI MERLI;0;
8657;STRADA DEL PRA DEL BOTER;0;SP 85 dir Sopramonte
8624;VIA LUIGI RATINI;0;
7990;VIA POMERANOS;0;
1200;VIA G. GALILEI;1;
6100;VIA DEI CASTORI;0;
7315;VIA MADONNINA;0;
8501;STRADA DELLA CA COMUNA;0;
4072;GIARDINO MASSIMILIANO I;0;
7080;VIA GALASSA;0;
650;VIA AL CASTELLER;0;
700;PIAZZA DI CENTA;1;
7210;VIA TORRICELLE;0;
3550;VIA ZARA;0;
940;VIA DIETRO LE MURA A;1;
3860;VIA EDMUND MACH;0;
330;VIA BOLGHERA;1;
2900;VIA R. DA SANSEVERINO;1;
8527;VIA DELLA CAVADA;0;
6493;VIA AL MASO CARESIA;0;
8413;VIA PER CORTESANO;0;
6360;VIA SAN VITO;0;
3250;VIALE DEI TIGLI;0;
5630;VIA DELL'ORA DEL GARDA;0;
7305;VIA ALLA CASCATA;1;
2080;VIALE DEGLI OLMI;0;
2880;VIA SAN PIO X;0;
5370;VIA B. TODESCA;0;
3817;VIA DI MADONNA BIANCA;1;
3310;VIA TORRE VERDE;1;
2540;VIA RAGAZZI DEL '99;1;SS 12 svincoli
8803;VIA STELLA;0;
7263;VIA DEL NESPOLAR;0;
6480;VIA DI NICODEMO;0;
7263;VIA DEL NESPOLAR;0;
5470;VIA 2 GIUGNO;0;
310;VIA E. BEZZI;0;
740;VIA DELLA CERVARA;0;
1120;VIA FERSINA;1;
0;;1;
10;VIA C. ABBA;0;
3817;VIA DI MADONNA BIANCA;0;
6419;VIA PER PILA;0;
290;VIA A. BETTINI;0;
7415;VIA ALLA VAL;0;
7315;VIA MADONNINA;0;
281;VIA BERLINO;1;
8803;VIA STELLA;0;SP 90 Destra Adige
2670;VIA A. ROSMINI;0;
8915;VIA DELLE PREDE;0;
8915;VIA DELLE PREDE;0;
7150;VIA SAN ROCCO;0;
8041;VIA DELLA RI;0;
5070;VIA BOLZANO;0;
7267;VIA DELLE NODE;0;
7415;VIA ALLA VAL;0;
1770;LUNGADIGE MARCO APULEIO;0;
1770;LUNGADIGE MARCO APULEIO;0;
5625;VIA SILVIO PEGORETTI;0;
7704;STRADA AI PALAZZI;0;
8760;VIA FILARI LONGHI;0;
1690;SALITA F. MANCI;0;
6414;VIA PER CAMPEL;0;
3833;VIA AL BOSCO DELLA CITTA';0;
2780;VIA SAN GIOVANNI BOSCO;0;
8654;VIA DEI DAINI - VANEZE;0;
5290;VIA 4 NOVEMBRE;1;SS 12 svincoli
7990;VIA POMERANOS;0;
8011;VIA DEL DOS CALT;0;
2190;VIA PADOVA;0;
3827;VIA DEI MARINAI D'ITALIA;1;SS 12 svincoli
5101;VIA SANT'ANNA;0;
7190;VIA A. TAMBOSI;0;SP 204 Villazzano-Ponte Ludovico
5500;PIAZZA DELLA LIBERTA';0;
7425;VIA GABBIOLO;0;
0;;1;
8123;VIA DEL DOS DI SANT'ELENA;0;
1870;VIA C. MENGUZZATO;1;
450;VIA BRIGATA ACQUI;1;
0;;1;
930;VIA A. DIAZ;1;
8413;VIA PER CORTESANO;0;
5580;VIA BRUNO CETTO;0;
8049;STRADA PER LE TRE CIME;0;SP 85 dir Sopramonte
5290;VIA 4 NOVEMBRE;0;
8527;VIA DELLA CAVADA;0;
6424;VIA DEI RAFAEI;0;
1400;VIA DON GIUSEPPE GRAZIOLI;0;
5310;VIA SAN GIOV. NEPOMUCENO;0;
1900;VIA DEI MILLE;0;
1120;VIA FERSINA;0;
6170;VIA DEL FORTE;0;
70;GALLERIA ADRIA;0;
1220;VIA T. GAR;0;
6402;VIA PER CHIOGNA;0;
7435;VIA ALLA CROS;0;
0;;1;
1340;VIA B. GIOVANELLI;0;
370;I ANDRONA BORGONUOVO;1;
7984;VIA DELLE REGOLE;0;
2800;VIA SAN MARCO;1;
1800;VIA MARSALA;0;
8840;VIA SANTA MARINA;0;
1900;VIA DEI MILLE;0;
8830;RIONE SAN MARCO;0;
0;;1;SP 90 Destra Adige
0;;1;SP 90 Destra Adige
430;VIA BRESCIA;0;
5755;VIA F. A. GIONGO;0;
5600;VIA GUIDO POLO;0;
7080;VIA GALASSA;0;
845;VIA E. CONCI;0;
7718;STRADA FRICCA-VALSORDA;0;SS 349 della Val d'Assa e Pedemontana
7510;VIA DEI VALONI;0;
8970;VIA DEI RIMONI;0;
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
6310;VIA PONTE ALTO;0;
480;CORSO M. BUONARROTI;0;
6340;VIA SABBIONARE;0;
8112;STRADA PER I BACANDI;0;
8311;VIA AL BERSALIO;0;
3220;VIA T. TARAMELLI;0;
510;VIA CAGLIARI;0;
830;VIA DELLA COLLINA;0;
1710;VIA MANTOVA;1;
1890;VIA MILANO;0;
3390;LOCALITA' LA VELA;0;
7110;VIA MARZOLA;0;
8027;PIAZZA OVENO;0;
8657;STRADA DEL PRA DEL BOTER;0;SP 85 dir Sopramonte
1120;VIA FERSINA;0;
2690;VIA DELLA SALUGA;0;
3450;VIALE VERONA;1;
8240;VIA NUOVA;1;
1100;VIA DEI FERROVIERI;0;
2260;VIA G. PASCOLI;1;
7795;VIA G. CATONI;0;
40;VIA ADAMELLO;0;
8790;VIA DON M. MAZZONELLI;0;
5535;VIA LUBIANA;0;
740;VIA DELLA CERVARA;0;
8055;VIA DI VEGIARA;0;
2320;PIAZZA S. PELLICO;1;
8046;VIA DELLA SELVA DI VASON;0;
7080;VIA GALASSA;0;
8830;RIONE SAN MARCO;0;
900;VIA A. DEGASPERI;1;
6390;STRADA DELLA VALSUGANA;0;SP 204 Villazzano-Ponte Ludovico
8911;VIA DEI POMARI;1;SP 90 Destra Adige
3811;TANGENZIALE SUD;1;SS 12 svincoli
400;VIA DEL BRENNERO;1;
5640;VIA GASPARE CRIVELLI;0;
8628;LARGO DELLA SPIAZZOLA;0;
6488;VIA DI LANCIATESA;0;
7745;VIA VILLA VECCHIA;0;
3490;P.ZZA ALESSANDRO VITTORIA;1;
7800;VIA DELLE FRATTE;0;
7390;VIA PANTE';1;
8412;STRADA DEL DOS DI LAMAR;0;
8056;VIA DI VINCIA;1;
3470;PIAZZA VICENZA;1;
8043;VIA DEL SALES;0;
1710;VIA MANTOVA;1;
7155;VIA PIANIZZA;0;
8760;VIA FILARI LONGHI;0;
7045;VIA AL CASTEL DI S. ROCCO;0;
340;VIALE N. BOLOGNINI;1;
8127;STRADA AL LAGO;1;
8313;VIA DEL CESURON;0;
1800;VIA MARSALA;0;
1630;VIA B. MALFATTI;0;
8462;VIA DELLA GUERRA RUSTICA;0;
6220;VIA DELLE MARNIGHE;0;
6403;VIA GIULIO CIURLETTI;0;
5980;LOCALITA' GARDOLO;0;
3509;VIA DELLE BETTINE;0;
2370;VIA PIAVE;0;
330;VIA BOLGHERA;1;
280;VIA O. BENEVOLI;1;
170;VIA A. APOLLONIO;0;
6414;VIA PER CAMPEL;0;
3834;VIA PIA ZAMBOTTI;0;
8546;PIAZZA A. STAINER;0;
7750;VIA DELLA TORRE FRANCA;0;
5020;VIA C. ANDREATTA;0;
2390;PIAZZA DI PIEDICASTELLO;0;
8042;PIAZZA DEL SACRO CUORE;0;
1890;VIA MILANO;1;
8123;VIA DEL DOS DI SANT'ELENA;0;
0;;1;
6370;VIA DON LEONE SERAFINI;0;
0;;1;
6340;VIA SABBIONARE;0;
6340;VIA SABBIONARE;0;
3710;PIAZZA S. TERESA VERZERI;0;
8069;STRADA DI VIGOLO BASELGA;0;SS 45 bis Gardesana Occ
6455;VIA ALLA LOVARA;0;
3290;VIA TORRE D'AUGUSTO;0;
8485;VIA DELL'ACQUEDOTTO;0;
0;;1;SP 204 Villazzano-Ponte Ludovico
1960;VIA MONTELLO;1;
8830;RIONE SAN MARCO;0;
8985;VIA DI MALEBIS;0;
920;VIA AL DESERT;0;
3840;PASSAGGIO L. CARBONARI;0;
7455;VIA CELVA;0;
3780;VIA A. DETASSIS;0;
1220;VIA T. GAR;0;
2770;VIA SAN GIOVANNI;1;
5780;VIA VARSAVIA;0;
3819;VICOLO MAESTRO VENCESLAO;0;
7190;VIA A. TAMBOSI;0;SP 204 Villazzano-Ponte Ludovico
970;VIA DOGANA;1;
2520;VIA G. A PRATO;1;
2320;PIAZZA S. PELLICO;0;
3020;VIA SANTI COSMA E DAMIANO;0;
330;VIA BOLGHERA;1;
8011;VIA DEL DOS CALT;0;
6170;VIA DEL FORTE;0;
8472;PIAZZA DELL'ASSUNTA;0;
1570;VIA E. MACCANI;0;
6170;VIA DEL FORTE;0;
3610;VIA MAESTRI DEL LAVORO;0;
3610;VIA MAESTRI DEL LAVORO;0;
8069;STRADA DI VIGOLO BASELGA;0;SS 45 bis Gardesana Occ
3600;GALLERIA GIUSEPPE GARBARI;0;
8800;VIA DEL PONTE;0;SP 90 Destra Adige
6020;VIA BELLAVISTA;0;
8509;VIA AL MOLAR;0;
8486;VIA DEI FRAGARI;0;
3720;VIA DELLA MALPENSADA;1;
7145;STRADA DELLA POZZATA;0;
7145;STRADA DELLA POZZATA;0;
5370;VIA B. TODESCA;0;
3640;VIA DELLA PREDARA;0;
7460;VIA DON TOMMASO DALLAFIOR;0;
8915;VIA DELLE PREDE;0;
1050;VIA L. EINAUDI;0;
1110;VIA FRANCESCO FERRUCCIO;0;
3830;STR. GARDESANA DI TRENTO;1;SS 45 bis Gardesana Occ
3845;VIA SAN LORENZO;0;
8412;STRADA DEL DOS DI LAMAR;0;
1540;VIA DRUSO;0;
7220;VIA VALDACOLE;0;
1990;PIAZZA DELLA MOSTRA;0;
7220;VIA VALDACOLE;0;
430;VIA BRESCIA;0;
7990;VIA POMERANOS;0;
7070;VIA N. FALZOLGHER;0;
7110;VIA MARZOLA;0;
1660;VIA DELLA MALVASIA;1;
3670;PASSAGGIO TEATRO OSELE;0;
530;VIA CALEPINA;1;
2450;VIA C. A. PILATI;1;
8114;STRADA DEL BUS DE VELA;1;SS 45 bis Gardesana Occ
5730;VIA MARTINO AICHNER;0;
3890;VIA SAN DANIELE COMBONI;0;
780;VIA LA CLARINA;0;
3825;VIA A. GORFER;0;
6220;VIA DELLE MARNIGHE;0;
7130;LOCALITA' NEGRANO;0;
6426;VIA DI SAN SEBASTIANO;0;
860;VIA CONI ZUGNA;1;
2560;VIA RAVENNA;1;
890;VIA E. DE AMICIS;0;
7380;PIAZZA G. MANCI;0;
5660;VIA DI SPINI;0;
2950;VIA SANTA CROCE;0;
7405;VIA MADONNA DELLA CORONA;0;
3090;VIA SECONDO DA TRENTO;0;
5290;VIA 4 NOVEMBRE;0;
1190;VICOLO GALASSO;0;
7030;STRADA DEI BINDESI;0;
6414;VIA PER CAMPEL;0;
7460;VIA DON TOMMASO DALLAFIOR;0;
8235;VIA MOSNA DI VIGOLO;0;
6340;VIA SABBIONARE;1;
1550;PIAZZA LODRON;0;
650;VIA AL CASTELLER;0;
8044;PIAZZETTA SAN VALENTINO;0;
8033;VIA DELLA POZZA;0;
3350;CORSO 3 NOVEMBRE;0;
5030;VIA DELL'ASILO;1;
8498;STRADA VECCHIA;1;
3450;VIALE VERONA;0;
3350;CORSO 3 NOVEMBRE;0;
3470;PIAZZA VICENZA;0;
8534;VIA DELLE SUGARINE;0;
600;VIA DEI CAPPUCCINI;0;
2670;VIA A. ROSMINI;0;
2670;VIA A. ROSMINI;0;
3110;VIA F. SERAFINI;0;
8840;VIA SANTA MARINA;0;
5750;VIA G. B. FATTORI;0;
1900;VIA DEI MILLE;0;
4032;SAN GIUSEPPE;0;
4033;SANTA CHIARA - OSPEDALE;0;
7210;VIA TORRICELLE;0;
8605;VIA CADUTI DI SARDAGNA;0;
6462;VIA PER BEDOL;0;
3390;LOCALITA' LA VELA;0;
8935;VIA ALLE PORTE;0;
5630;VIA DELL'ORA DEL GARDA;0;
8935;VIA ALLE PORTE;0;
2360;VIA F. PETRARCA;1;
7340;LOCALITA' PASSO CIMIRLO;0;
8955;VIA DELLE PIAZZOLE;0;
8750;VIA DELLA CROCE;0;
1355;VIA H. GMEINER;0;
440;VIA DI BRIAMASCO;0;
7110;VIA MARZOLA;0;
5550;VIA AL PONT DEI VODI;0;
1555;VIA R. LUNELLI;0;
8121;STRADA DELLA CASARA;0;
1780;VIA G. MARCONI;0;
2580;VIA D. REICH;0;
8052;VIA DELLA VAL DEI MOLINI;0;
7145;STRADA DELLA POZZATA;1;
0;;1;
3050;LARGO N. SAURO;1;
2030;PIAZZA LUIGI NEGRELLI;0;
7070;VIA N. FALZOLGHER;0;
7080;VIA GALASSA;0;
4036;BREN CENTER;0;
4037;LE FORNACI;0;
4038;NORD CENTER;0;
3829;VIA TULLIO ODORIZZI;0;
8915;VIA DELLE PREDE;0;
8970;VIA DEI RIMONI;0;
900;VIA A. DEGASPERI;1;
670;VIA DELLE CAVE;0;
6060;VIA AI CAMILASTRI;0;
7420;VIA GRAFFIANO;0;
6415;VIA DEI CARLI;0;
5460;VIA INNSBRUCK;1;
6418;VIA DEI MICHEI;0;
600;VIA DEI CAPPUCCINI;0;
600;VIA DEI CAPPUCCINI;0;
3410;VIA VENEZIA;0;
600;VIA DEI CAPPUCCINI;0;
2880;VIA SAN PIO X;1;
460;VIA F.LLI BRONZETTI;0;
460;VIA F.LLI BRONZETTI;0;
2880;VIA SAN PIO X;0;
7815;VIA NAZIONALE;0;
6488;VIA DI LANCIATESA;0;
7375;VIA BRENZ;0;
7855;LOCALITA' I GREZZI;0;
3490;P.ZZA ALESSANDRO VITTORIA;1;
6400;VIA ALLA VEDUTA;0;
1220;VIA T. GAR;1;
0;;1;Autostrada A22
5080;VIA L. CANEPPELE;0;
0;;1;
6060;VIA AI CAMILASTRI;0;
6469;VIA DEL CORALLO;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
1840;VIA G. MAZZINI;1;
1840;VIA G. MAZZINI;0;
1555;VIA R. LUNELLI;0;
3020;VIA SANTI COSMA E DAMIANO;0;
150;VIA L. ANZOLETTI;1;
1040;PIAZZA DUOMO;0;
350;VIA B. BOMPORTO;0;
460;VIA F.LLI BRONZETTI;0;
5460;VIA INNSBRUCK;0;
520;VIA CAIO VALERIO MARIANO;1;
8840;VIA SANTA MARINA;0;
870;VICOLO DALLAPICCOLA;0;
6400;VIA ALLA VEDUTA;0;
6370;VIA DON LEONE SERAFINI;0;
6370;VIA DON LEONE SERAFINI;0;
8540;VIA DEL RIO PAPA;0;
6390;STRADA DELLA VALSUGANA;0;
7263;VIA DEL NESPOLAR;0;
7200;VIA DEI TESSADRI;0;
6370;VIA DON LEONE SERAFINI;0;
5725;VIA RIENZA;0;
6100;VIA DEI CASTORI;0;
6460;VIA DEL MONT DE SORA;0;SP 131 del Vino 2 tronco
920;VIA AL DESERT;0;
8489;VIA DEI POMPEI;0;
5781;VIA DELLE PALAZZINE;0;
2250;VIA DEI PARADISI;1;
8730;VIA BERLINA;0;
6130;VIA DELLE COSTIOLE;0;
8541;VIA CONIUGI ROSETTI;0;
5080;VIA L. CANEPPELE;1;
3310;VIA TORRE VERDE;0;
8489;VIA DEI POMPEI;0;
8940;VIA DI SANTA BRIGIDA;0;
8940;VIA DI SANTA BRIGIDA;0;
8870;VIA VAL GOLA;0;
8618;ANDRONA DI GARNIGA;0;
1415;VIA R. GUARDINI;0;
2280;VIA PASUBIO;1;
3110;VIA F. SERAFINI;1;
2050;VIA A. NICOLODI;1;
7415;VIA ALLA VAL;0;
2070;VIA G. OBERZINER;1;
1520;LUNGADIGE G. LEOPARDI;1;
5781;VIA DELLE PALAZZINE;0;
6407;VIA AL PEZ;0;
3506;VIA G. B. TRENER;1;
900;VIA A. DEGASPERI;1;
6456;VIA DEL MONT DE SOTO;0;
7380;PIAZZA G. MANCI;0;
8912;VIA DELLE ISCHIE;0;SP 131 Strada del Vino
3030;PIAZZA RAFFAELLO SANZIO;0;
800;VIA CARD. BERNARDO CLESIO;0;
6400;VIA ALLA VEDUTA;0;
5010;VIA AEROPORTO;0;
8508;VIA DELLE CASE NOVE;0;
5778;LUNGAVISIO LUIGI TOMASI;0;
1760;VIA A. MARIGHETTO;0;
1160;VIA A. FOGAZZARO;0;
340;VIALE N. BOLOGNINI;0;
5640;VIA GASPARE CRIVELLI;0;
6140;VIA DEL DOS;0;
1390;VIA A. GRAMSCI;1;
845;VIA E. CONCI;0;
150;VIA L. ANZOLETTI;1;
3310;VIA TORRE VERDE;1;
8653;STRADA DI VANEZE;0;SP 85 del Monte Bondone
3901;VIA G. MATTEOTTI;0;
8027;PIAZZA OVENO;0;
5777;VIA KUFSTEIN;0;
5010;VIA AEROPORTO;0;
3507;VIA G. UNTERVEGER;0;
8780;VIA DELLE MASERE;0;
2740;BELVEDERE SAN FRANCESCO;0;
7990;VIA POMERANOS;0;
6461;PIAZZETTA DEL MONT;0;
7990;VIA POMERANOS;0;
8128;VIA DEI MASI;0;
3503;VIA MESIANO;0;
50;PIAZZA ADAMO D'AROGNO;0;
6070;VIA ALLE CAMPANELLE;0;
900;VIA A. DEGASPERI;1;
5540;VIA DEI MASADORI;0;
5530;VIA DEL LOGHET;0;
6485;VIA DI MADERNO;0;
860;VIA CONI ZUGNA;1;
860;VIA CONI ZUGNA;1;
350;VIA B. BOMPORTO;0;
3350;CORSO 3 NOVEMBRE;0;
3430;VIA DEI VENTUNO;1;
3450;VIALE VERONA;0;
6170;VIA DEL FORTE;0;
8057;STRADA DELLE VIOTE;0;SP 85 del Monte Bondone
8119;VIA DEL CAPITELLO;0;
2900;VIA R. DA SANSEVERINO;1;
3502;VIA DEI GIARDINI;0;
7263;VIA DEL NESPOLAR;0;
8511;VIA DON G. B. CORRADI;0;
6406;STRADA IMPERIALE;0;
6402;VIA PER CHIOGNA;0;
7180;STRADA DELLE TABARELLE;0;
8940;VIA DI SANTA BRIGIDA;0;
5260;VIA PALUDI;0;
5260;VIA PALUDI;0;
8041;VIA DELLA RI;0;
8045;VIA DEI SEGATI;0;
170;VIA A. APOLLONIO;1;
3450;VIALE VERONA;0;
3610;VIA MAESTRI DEL LAVORO;0;
6003;VIA BASSANO;0;SS 47 della Valsugana
3802;VIA BRUNO DE FINETTI;0;
2950;VIA SANTA CROCE;1;
0;;1;SP 204 Villazzano-Ponte Ludovico
8613;VIA DELLA CROSARA;0;
2430;VIA DI PIETRASTRETTA;0;
3830;STR. GARDESANA DI TRENTO;0;
7030;STRADA DEI BINDESI;0;
5340;VIA SOPRASASSO;0;
8422;SPONDA TRENTINA;0;SP 76 dir S.Lazzaro
7815;VIA NAZIONALE;0;
8132;PIAZZA DELLA REGOLA;0;
950;VIA DIETRO LE MURA B;1;
1050;VIA L. EINAUDI;0;
5260;VIA PALUDI;0;
6170;VIA DEL FORTE;0;
7050;LOCALITA' CERNIDOR;0;
0;;1;SP 204 Villazzano-Ponte Ludovico
6198;VIA CARLO E VALERIA JULG;0;
6198;VIA CARLO E VALERIA JULG;0;
6488;VIA DI LANCIATESA;0;
7425;VIA GABBIOLO;0;
7160;VIA D. SARTORI;0;
3360;VIALE TRIESTE;0;
1980;VICOLO MOROSANTE;0;
8543;PIAZZETTA DI SAN LAZZARO;0;
1530;VICOLO DEL LICEO;1;
7440;VIA REDONDOLO;0;
1660;VIA DELLA MALVASIA;1;
8820;VIA PROVINA;0;
8517;VIA DEI GUARINONI;0;
8618;ANDRONA DI GARNIGA;0;
1090;VIA E. FERMI;0;
2050;VIA A. NICOLODI;1;
2050;VIA A. NICOLODI;1;
1380;VIA GORIZIA;1;
3290;VIA TORRE D'AUGUSTO;0;
3501;VIA CENTOCHIAVI;0;
8911;VIA DEI POMARI;0;
2495;VIA A. PRANZELORES;0;
3410;VIA VENEZIA;0;
8053;STRADA DI VASON;0;SP 85 del Monte Bondone
3290;VIA TORRE D'AUGUSTO;0;
5530;VIA DEL LOGHET;0;
3560;PASSAGGIO ZIPPEL;0;
7145;STRADA DELLA POZZATA;0;
7780;VIA DELLA STAZIONE;0;
8911;VIA DEI POMARI;0;SP 90 Destra Adige
1660;VIA DELLA MALVASIA;1;
3190;VIA A. STOPPANI;1;
1380;VIA GORIZIA;1;
5635;VIA ALLE ROSTE;0;
6423;PIAZZA DEI PREDAROI;0;
570;PIAZZA GEN. A. CANTORE;1;
7160;VIA D. SARTORI;0;
3680;VIA VITTIME DELLE FOIBE;0;
3890;VIA SAN DANIELE COMBONI;0;
8414;VIA DEL PORFIDO;0;SP 76 Gardolo-Lases
3900;VIA G. BRUNNER;0;
2450;VIA C. A. PILATI;1;
1870;VIA C. MENGUZZATO;1;
2000;VIA DELLA MOSTRA;0;
2590;VIA DON A. RIZZI;1;
1760;VIA A. MARIGHETTO;0;
1120;VIA FERSINA;0;
8820;VIA PROVINA;0;
650;VIA AL CASTELLER;0;
2280;VIA PASUBIO;1;
8750;VIA DELLA CROCE;0;
8472;PIAZZA DELL'ASSUNTA;0;
570;PIAZZA GEN. A. CANTORE;1;
3110;VIA F. SERAFINI;1;
1120;VIA FERSINA;0;
7200;VIA DEI TESSADRI;0;
1210;VIA GANDHI;0;
2350;PASSAGGIO G. PETERLONGO;0;
900;VIA A. DEGASPERI;0;
8720;VIA PER BELVEDERE;0;
7795;VIA G. CATONI;0;
8803;VIA STELLA;0;
7350;VIA SALE';0;
3535;VIA V. ZAMBRA;1;
7770;VIA DELLA DECIMA;0;
6412;PIAZZA NATALE TOMMASI;0;
5290;VIA 4 NOVEMBRE;0;
480;CORSO M. BUONARROTI;0;
7770;VIA DELLA DECIMA;0;
7815;VIA NAZIONALE;0;
3000;VIA SANTA TRINITA';1;
8800;VIA DEL PONTE;0;SP 90 Destra Adige
5715;VIA GRAZ;0;
7285;VIA G. ROBERTI;0;
6412;PIAZZA NATALE TOMMASI;0;
6424;VIA DEI RAFAEI;0;
5340;VIA SOPRASASSO;0;
1260;PIAZZA G.B. GARZETTI;0;
6170;VIA DEL FORTE;0;
8037;VIA DEL PRAOL;0;
8499;VIA DEL BROLIO;0;
7515;VIA ALLE VOLPARE;0;
7775;VIA DELLE CESE LONGHE;0;
7080;VIA GALASSA;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
5750;VIA G. B. FATTORI;0;
5610;VIA DON LORENZO MILANI;0;
2320;PIAZZA S. PELLICO;0;
2320;PIAZZA S. PELLICO;0;
1520;LUNGADIGE G. LEOPARDI;0;
8480;VIA AL CANON;0;
5795;VIA TALVERA;0;
8134;STRADA DI SORAVAL;0;
3823;VIA DI COSTA SAN NICOLO';0;
1970;VIA C. MORONE;1;
5660;VIA DI SPINI;0;
7045;VIA AL CASTEL DI S. ROCCO;0;
6400;VIA ALLA VEDUTA;0;
7450;VIA CASTEL DI PIETRAPIANA;0;
1280;VIA A. GAZZOLETTI;1;
1250;VIA T. GARBARI;0;
8067;VIA DEL PRA DE LA FAVA;0;
2900;VIA R. DA SANSEVERINO;1;
2900;VIA R. DA SANSEVERINO;0;
3585;SALITA V. RICCI;0;
650;VIA AL CASTELLER;0;
6070;VIA ALLE CAMPANELLE;0;
7130;LOCALITA' NEGRANO;0;
8604;VIA ALLA CA;0;
6003;VIA BASSANO;0;SS 47 della Valsugana
2860;VIA SAN PIETRO;1;
1130;PIAZZA DI FIERA;0;
7601;GIARDINO DI OLTRECASTELLO;0;
8649;GIARDINO DI VANEZE;0;
150;VIA L. ANZOLETTI;0;
310;VIA E. BEZZI;1;
7350;VIA SALE';1;
5781;VIA DELLE PALAZZINE;0;
7010;VIA ASIAGO;0;
3120;VIA S. SIGHELE;0;
4060;PARCO DEL DOS TRENTO;0;
7435;VIA ALLA CROS;1;
1890;VIA MILANO;0;
1760;VIA A. MARIGHETTO;0;
8066;STRADA DEL NORGE;0;
7505;VIA SOMMARIVE;0;
5904;GIARDINO DELL'ARCOBALENO;0;
5715;VIA GRAZ;0;
880;PIAZZA DANTE;1;
1260;PIAZZA G.B. GARZETTI;0;
2700;VIA SAN BARTOLAMEO;0;
2300;VIA G. PECORI GIRALDI;1;
900;VIA A. DEGASPERI;0;
5625;VIA SILVIO PEGORETTI;0;
8480;VIA AL CANON;0;
7795;VIA G. CATONI;0;
8551;VIA DEL NOGARE';0;
8029;PIAZZA DON L. PEDROLLI;0;
8472;PIAZZA DELL'ASSUNTA;0;
8140;GIARDINO DELLE MELE D'ORO;0;
8134;STRADA DI SORAVAL;0;
8467;SALITA DEL RONZEL;0;
8001;VIA DELLA BELINA;0;
8041;VIA DELLA RI;0;
7160;VIA D. SARTORI;0;
7180;STRADA DELLE TABARELLE;0;
3340;VIA DEL TRAVAI;1;
3815;PIAZZETTA M. GAISMAYR;0;
6491;VIA AL MASO PEZANI;0;
7335;VIA BORINO;0;
7490;VIA DEI RONCHI;0;
5660;VIA DI SPINI;0;
3450;VIALE VERONA;0;
7080;VIA GALASSA;0;
2620;VIA DELLA ROGGIA GRANDE;1;
7800;VIA DELLE FRATTE;0;
